,County,Two-Races,Population,Poverty,Infections,Poverty Rate,Infection Rate
189,HOUSTON,Non-Caucasian,193.0,42.0,0.0,0.21761658031088082,0.0
190,HOUSTON,Non-Caucasian,102.0,0.0,0.0,0.0,0.0
191,HOUSTON,Caucasian,17695.0,1212.0,0.0,0.06849392483752473,0.0
192,HOUSTON,Non-Caucasian,2.0,0.0,0.0,0.0,0.0
193,HOUSTON,Non-Caucasian,229.0,106.0,0.0,0.462882096069869,0.0
194,HOUSTON,Non-Caucasian,22.0,1.0,0.0,0.045454545454545456,0.0
195,HOUSTON,Non-Caucasian,427.0,32.0,0.0,0.07494145199063232,0.0
196,HUBBARD,Non-Caucasian,112.0,42.0,0.0,0.375,0.0
197,HUBBARD,Non-Caucasian,97.0,27.0,0.0,0.27835051546391754,0.0
198,HUBBARD,Caucasian,19714.0,1708.0,1323.0,0.08663893679618545,0.06710966825606168
199,HUBBARD,Non-Caucasian,0.0,0.0,0.0,0.0,0.0
200,HUBBARD,Non-Caucasian,495.0,232.0,0.0,0.4686868686868687,0.0
201,HUBBARD,Non-Caucasian,447.0,135.0,3.0,0.30201342281879195,0.006711409395973154
202,HUBBARD,Non-Caucasian,422.0,235.0,0.0,0.556872037914692,0.0
203,ISANTI,Non-Caucasian,196.0,40.0,0.0,0.20408163265306123,0.0
204,ISANTI,Non-Caucasian,637.0,0.0,2.0,0.0,0.0031397174254317113
205,ISANTI,Caucasian,37408.0,2555.0,2807.0,0.06830089820359281,0.0750374251497006
206,ISANTI,Non-Caucasian,5.0,0.0,0.0,0.0,0.0
207,ISANTI,Non-Caucasian,871.0,298.0,0.0,0.3421354764638347,0.0
208,ISANTI,Non-Caucasian,89.0,35.0,0.0,0.39325842696629215,0.0
209,ISANTI,Non-Caucasian,798.0,61.0,0.0,0.07644110275689223,0.0
210,ITASCA,Non-Caucasian,231.0,51.0,0.0,0.22077922077922077,0.0
211,ITASCA,Non-Caucasian,150.0,39.0,0.0,0.26,0.0
212,ITASCA,Caucasian,40966.0,4492.0,3284.0,0.10965190645901479,0.08016403847092711
213,ITASCA,Non-Caucasian,52.0,0.0,0.0,0.0,0.0
214,ITASCA,Non-Caucasian,708.0,84.0,0.0,0.11864406779661017,0.0
215,ITASCA,Non-Caucasian,1396.0,523.0,33.0,0.3746418338108882,0.02363896848137536
216,ITASCA,Non-Caucasian,1677.0,226.0,0.0,0.1347644603458557,0.0
217,JACKSON,Non-Caucasian,26.0,1.0,0.0,0.038461538461538464,0.0
218,JACKSON,Non-Caucasian,219.0,75.0,0.0,0.3424657534246575,0.0
219,JACKSON,Caucasian,9082.0,564.0,0.0,0.06210085884166483,0.0
220,JACKSON,Non-Caucasian,0.0,0.0,0.0,0.0,0.0
221,JACKSON,Non-Caucasian,377.0,64.0,0.0,0.16976127320954906,0.0
222,JACKSON,Non-Caucasian,3.0,0.0,0.0,0.0,0.0
223,JACKSON,Non-Caucasian,166.0,27.0,0.0,0.16265060240963855,0.0
224,KANABEC,Non-Caucasian,35.0,2.0,0.0,0.05714285714285714,0.0
225,KANABEC,Non-Caucasian,116.0,21.0,0.0,0.1810344827586207,0.0
